Hour,Mall_Load_kWh,EV_Demand_kWh,Total_Demand_kWh
2579,1576.05,188.70,1764.75
2580,1576.05,150.96,1727.01
2581,1576.05,135.87,1711.91
2582,1576.05,150.96,1727.01
2583,1576.05,166.06,1742.11
2584,1838.72,188.70,2027.42
2585,2101.40,211.35,2312.74
2586,2101.40,188.70,2290.10
2587,1838.72,150.96,1989.68
2588,1576.05,113.22,1689.27
2589,1313.37,75.48,1388.85
2590,1050.70,60.39,1111.08
2591,788.02,45.29,833.31
2592,788.02,37.74,825.76
2593,788.02,30.19,818.22
2594,788.02,22.64,810.67
2595,788.02,22.64,810.67
2596,788.02,22.64,810.67
2597,1050.70,37.74,1088.44
2598,1313.37,75.48,1388.85
2599,1576.05,135.87,1711.91
2600,1838.72,188.70,2027.42
2601,1838.72,211.35,2050.07
2602,1838.72,211.35,2050.07
2603,1576.05,188.70,1764.75
2604,1576.05,150.96,1727.01
2605,1576.05,135.87,1711.91
2606,1576.05,150.96,1727.01
2607,1576.05,166.06,1742.11
2608,1838.72,188.70,2027.42
2609,2101.40,211.35,2312.74
2610,2101.40,188.70,2290.10
2611,1838.72,150.96,1989.68
2612,1576.05,113.22,1689.27
2613,1313.37,75.48,1388.85
2614,1050.70,60.39,1111.08
2615,788.02,45.29,833.31
2616,788.02,37.74,825.76
2617,788.02,30.19,818.22
2618,788.02,22.64,810.67
2619,788.02,22.64,810.67
2620,788.02,22.64,810.67
2621,1050.70,37.74,1088.44
2622,1313.37,75.48,1388.85
2623,1576.05,135.87,1711.91
2624,1838.72,188.70,2027.42
2625,1838.72,211.35,2050.07
2626,1838.72,211.35,2050.07
2627,1576.05,188.70,1764.75
2628,1576.05,150.96,1727.01
2629,1576.05,135.87,1711.91
2630,1576.05,150.96,1727.01
2631,1576.05,166.06,1742.11
2632,1838.72,188.70,2027.42
2633,2101.40,211.35,2312.74
2634,2101.40,188.70,2290.10
2635,1838.72,150.96,1989.68
2636,1576.05,113.22,1689.27
2637,1313.37,75.48,1388.85
2638,1050.70,60.39,1111.08
2639,788.02,45.29,833.31
2640,788.02,37.74,825.76
2641,788.02,30.19,818.22
2642,788.02,22.64,810.67
2643,788.02,22.64,810.67
2644,788.02,22.64,810.67
2645,1050.70,37.74,1088.44
2646,1313.37,75.48,1388.85
2647,1576.05,135.87,1711.91
2648,1838.72,188.70,2027.42
2649,1838.72,211.35,2050.07
2650,1838.72,211.35,2050.07
2651,1576.05,188.70,1764.75
2652,1576.05,150.96,1727.01
2653,1576.05,135.87,1711.91
2654,1576.05,150.96,1727.01
2655,1576.05,166.06,1742.11
2656,1838.72,188.70,2027.42
2657,2101.40,211.35,2312.74
2658,2101.40,188.70,2290.10
2659,1838.72,150.96,1989.68
2660,1576.05,113.22,1689.27
2661,1313.37,75.48,1388.85
2662,1050.70,60.39,1111.08
2663,788.02,45.29,833.31
2664,788.02,37.74,825.76
2665,788.02,30.19,818.22
2666,788.02,22.64,810.67
2667,788.02,22.64,810.67
2668,788.02,22.64,810.67
2669,1050.70,37.74,1088.44
2670,1313.37,75.48,1388.85
2671,1576.05,135.87,1711.91
2672,1838.72,188.70,2027.42
2673,1838.72,211.35,2050.07
2674,1838.72,211.35,2050.07
2675,1576.05,188.70,1764.75
2676,1576.05,150.96,1727.01
2677,1576.05,135.87,1711.91
2678,1576.05,150.96,1727.01
2679,1576.05,166.06,1742.11
2680,1838.72,188.70,2027.42
2681,2101.40,211.35,2312.74
2682,2101.40,188.70,2290.10
2683,1838.72,150.96,1989.68
2684,1576.05,113.22,1689.27
2685,1313.37,75.48,1388.85
2686,1050.70,60.39,1111.08
2687,788.02,45.29,833.31
2688,788.02,37.74,825.76
2689,788.02,30.19,818.22
2690,788.02,22.64,810.67
2691,788.02,22.64,810.67
2692,788.02,22.64,810.67
2693,1050.70,37.74,1088.44
2694,1313.37,75.48,1388.85
2695,1576.05,135.87,1711.91
2696,1838.72,188.70,2027.42
2697,1838.72,211.35,2050.07
2698,1838.72,211.35,2050.07
2699,1576.05,188.70,1764.75
2700,1576.05,150.96,1727.01
2701,1576.05,135.87,1711.91
2702,1576.05,150.96,1727.01
2703,1576.05,166.06,1742.11
2704,1838.72,188.70,2027.42
2705,2101.40,211.35,2312.74
2706,2101.40,188.70,2290.10
2707,1838.72,150.96,1989.68
2708,1576.05,113.22,1689.27
2709,1313.37,75.48,1388.85
2710,1050.70,60.39,1111.08
2711,788.02,45.29,833.31
2712,788.02,37.74,825.76
2713,788.02,30.19,818.22
2714,788.02,22.64,810.67
2715,788.02,22.64,810.67
2716,788.02,22.64,810.67
2717,1050.70,37.74,1088.44
2718,1313.37,75.48,1388.85
2719,1576.05,135.87,1711.91
2720,1838.72,188.70,2027.42
2721,1838.72,211.35,2050.07
2722,1838.72,211.35,2050.07
2723,1576.05,188.70,1764.75
2724,1576.05,150.96,1727.01
2725,1576.05,135.87,1711.91
2726,1576.05,150.96,1727.01
2727,1576.05,166.06,1742.11
2728,1838.72,188.70,2027.42
2729,2101.40,211.35,2312.74
2730,2101.40,188.70,2290.10
2731,1838.72,150.96,1989.68
2732,1576.05,113.22,1689.27
2733,1313.37,75.48,1388.85
2734,1050.70,60.39,1111.08
2735,788.02,45.29,833.31
2736,788.02,37.74,825.76
2737,788.02,30.19,818.22
2738,788.02,22.64,810.67
2739,788.02,22.64,810.67
2740,788.02,22.64,810.67
2741,1050.70,37.74,1088.44
2742,1313.37,75.48,1388.85
2743,1576.05,135.87,1711.91
2744,1838.72,188.70,2027.42
2745,1838.72,211.35,2050.07
2746,1838.72,211.35,2050.07
2747,1576.05,188.70,1764.75
2748,1576.05,150.96,1727.01
2749,1576.05,135.87,1711.91
2750,1576.05,150.96,1727.01
2751,1576.05,166.06,1742.11
2752,1838.72,188.70,2027.42
2753,2101.40,211.35,2312.74
2754,2101.40,188.70,2290.10
2755,1838.72,150.96,1989.68
2756,1576.05,113.22,1689.27
2757,1313.37,75.48,1388.85
2758,1050.70,60.39,1111.08
2759,788.02,45.29,833.31
2760,788.02,37.74,825.76
2761,788.02,30.19,818.22
2762,788.02,22.64,810.67
2763,788.02,22.64,810.67
2764,788.02,22.64,810.67
2765,1050.70,37.74,1088.44
2766,1313.37,75.48,1388.85
2767,1576.05,135.87,1711.91
2768,1838.72,188.70,2027.42
2769,1838.72,211.35,2050.07
2770,1838.72,211.35,2050.07
2771,1576.05,188.70,1764.75
2772,1576.05,150.96,1727.01
2773,1576.05,135.87,1711.91
2774,1576.05,150.96,1727.01
2775,1576.05,166.06,1742.11
2776,1838.72,188.70,2027.42
2777,2101.40,211.35,2312.74
2778,2101.40,188.70,2290.10
2779,1838.72,150.96,1989.68
2780,1576.05,113.22,1689.27
2781,1313.37,75.48,1388.85
2782,1050.70,60.39,1111.08
2783,788.02,45.29,833.31
2784,788.02,37.74,825.76
2785,788.02,30.19,818.22
2786,788.02,22.64,810.67
2787,788.02,22.64,810.67
2788,788.02,22.64,810.67
2789,1050.70,37.74,1088.44
2790,1313.37,75.48,1388.85
2791,1576.05,135.87,1711.91
2792,1838.72,188.70,2027.42
2793,1838.72,211.35,2050.07
2794,1838.72,211.35,2050.07
2795,1576.05,188.70,1764.75
2796,1576.05,150.96,1727.01
2797,1576.05,135.87,1711.91
2798,1576.05,150.96,1727.01
2799,1576.05,166.06,1742.11
2800,1838.72,188.70,2027.42
2801,2101.40,211.35,2312.74
2802,2101.40,188.70,2290.10
2803,1838.72,150.96,1989.68
2804,1576.05,113.22,1689.27
2805,1313.37,75.48,1388.85
2806,1050.70,60.39,1111.08
2807,788.02,45.29,833.31
2808,788.02,37.74,825.76
2809,788.02,30.19,818.22
2810,788.02,22.64,810.67
2811,788.02,22.64,810.67
2812,788.02,22.64,810.67
2813,1050.70,37.74,1088.44
2814,1313.37,75.48,1388.85
2815,1576.05,135.87,1711.91
2816,1838.72,188.70,2027.42
2817,1838.72,211.35,2050.07
2818,1838.72,211.35,2050.07
2819,1576.05,188.70,1764.75
2820,1576.05,150.96,1727.01
2821,1576.05,135.87,1711.91
2822,1576.05,150.96,1727.01
2823,1576.05,166.06,1742.11
2824,1838.72,188.70,2027.42
2825,2101.40,211.35,2312.74
2826,2101.40,188.70,2290.10
2827,1838.72,150.96,1989.68
2828,1576.05,113.22,1689.27
2829,1313.37,75.48,1388.85
2830,1050.70,60.39,1111.08
2831,788.02,45.29,833.31
2832,788.02,37.74,825.76
2833,788.02,30.19,818.22
2834,788.02,22.64,810.67
2835,788.02,22.64,810.67
2836,788.02,22.64,810.67
2837,1050.70,37.74,1088.44
2838,1313.37,75.48,1388.85
2839,1576.05,135.87,1711.91
2840,1838.72,188.70,2027.42
2841,1838.72,211.35,2050.07
2842,1838.72,211.35,2050.07
2843,1576.05,188.70,1764.75
2844,1576.05,150.96,1727.01
2845,1576.05,135.87,1711.91
2846,1576.05,150.96,1727.01
2847,1576.05,166.06,1742.11
2848,1838.72,188.70,2027.42
2849,2101.40,211.35,2312.74
2850,2101.40,188.70,2290.10
2851,1838.72,150.96,1989.68
2852,1576.05,113.22,1689.27
2853,1313.37,75.48,1388.85
2854,1050.70,60.39,1111.08
2855,788.02,45.29,833.31
2856,788.02,37.74,825.76
2857,788.02,30.19,818.22
2858,788.02,22.64,810.67
2859,788.02,22.64,810.67
2860,788.02,22.64,810.67
2861,1050.70,37.74,1088.44
2862,1313.37,75.48,1388.85
2863,1576.05,135.87,1711.91
2864,1838.72,188.70,2027.42
2865,1838.72,211.35,2050.07
2866,1838.72,211.35,2050.07
2867,1576.05,188.70,1764.75
2868,1576.05,150.96,1727.01
2869,1576.05,135.87,1711.91
2870,1576.05,150.96,1727.01
2871,1576.05,166.06,1742.11
2872,1838.72,188.70,2027.42
2873,2101.40,211.35,2312.74
2874,2101.40,188.70,2290.10
2875,1838.72,150.96,1989.68
2876,1576.05,113.22,1689.27
2877,1313.37,75.48,1388.85
2878,1050.70,60.39,1111.08
2879,788.02,45.29,833.31
2880,788.02,37.74,825.76
2881,788.02,30.19,818.22
2882,788.02,22.64,810.67
2883,788.02,22.64,810.67
2884,788.02,22.64,810.67
2885,1050.70,37.74,1088.44
2886,1313.37,75.48,1388.85
2887,1576.05,135.87,1711.91
2888,1838.72,188.70,2027.42
2889,1838.72,211.35,2050.07
2890,1838.72,211.35,2050.07
2891,1576.05,188.70,1764.75
2892,1576.05,150.96,1727.01
2893,1576.05,135.87,1711.91
2894,1576.05,150.96,1727.01
2895,1576.05,166.06,1742.11
2896,1838.72,188.70,2027.42
2897,2101.40,211.35,2312.74
2898,2101.40,188.70,2290.10
2899,1838.72,150.96,1989.68
2900,1576.05,113.22,1689.27
2901,1313.37,75.48,1388.85
2902,1050.70,60.39,1111.08
2903,788.02,45.29,833.31
2904,788.02,37.74,825.76
2905,788.02,30.19,818.22
2906,788.02,22.64,810.67
2907,788.02,22.64,810.67
2908,788.02,22.64,810.67
2909,1050.70,37.74,1088.44
2910,1313.37,75.48,1388.85
2911,1576.05,135.87,1711.91
2912,1838.72,188.70,2027.42
2913,1838.72,211.35,2050.07
2914,1838.72,211.35,2050.07
2915,1576.05,188.70,1764.75
2916,1576.05,150.96,1727.01
2917,1576.05,135.87,1711.91
2918,1576.05,150.96,1727.01
2919,1576.05,166.06,1742.11
2920,1838.72,188.70,2027.42
2921,2101.40,211.35,2312.74
2922,2101.40,188.70,2290.10
2923,1838.72,150.96,1989.68
2924,1576.05,113.22,1689.27
2925,1313.37,75.48,1388.85
2926,1050.70,60.39,1111.08
2927,788.02,45.29,833.31
2928,788.02,37.74,825.76
2929,788.02,30.19,818.22
2930,788.02,22.64,810.67
2931,788.02,22.64,810.67
2932,788.02,22.64,810.67
2933,1050.70,37.74,1088.44
2934,1313.37,75.48,1388.85
2935,1576.05,135.87,1711.91
2936,1838.72,188.70,2027.42
2937,1838.72,211.35,2050.07
2938,1838.72,211.35,2050.07
2939,1576.05,188.70,1764.75
2940,1576.05,150.96,1727.01
2941,1576.05,135.87,1711.91
2942,1576.05,150.96,1727.01
2943,1576.05,166.06,1742.11
2944,1838.72,188.70,2027.42
2945,2101.40,211.35,2312.74
2946,2101.40,188.70,2290.10
2947,1838.72,150.96,1989.68
2948,1576.05,113.22,1689.27
2949,1313.37,75.48,1388.85
2950,1050.70,60.39,1111.08
2951,788.02,45.29,833.31
2952,788.02,37.74,825.76
2953,788.02,30.19,818.22
2954,788.02,22.64,810.67
2955,788.02,22.64,810.67
2956,788.02,22.64,810.67
2957,1050.70,37.74,1088.44
2958,1313.37,75.48,1388.85
2959,1576.05,135.87,1711.91
2960,1838.72,188.70,2027.42
2961,1838.72,211.35,2050.07
2962,1838.72,211.35,2050.07
2963,1576.05,188.70,1764.75
2964,1576.05,150.96,1727.01
2965,1576.05,135.87,1711.91
2966,1576.05,150.96,1727.01
2967,1576.05,166.06,1742.11
2968,1838.72,188.70,2027.42
2969,2101.40,211.35,2312.74
2970,2101.40,188.70,2290.10
2971,1838.72,150.96,1989.68
2972,1576.05,113.22,1689.27
2973,1313.37,75.48,1388.85
2974,1050.70,60.39,1111.08
2975,788.02,45.29,833.31
2976,788.02,37.74,825.76
2977,788.02,30.19,818.22
2978,788.02,22.64,810.67
2979,788.02,22.64,810.67
2980,788.02,22.64,810.67
2981,1050.70,37.74,1088.44
2982,1313.37,75.48,1388.85
2983,1576.05,135.87,1711.91
2984,1838.72,188.70,2027.42
2985,1838.72,211.35,2050.07
2986,1838.72,211.35,2050.07
2987,1576.05,188.70,1764.75
2988,1576.05,150.96,1727.01
2989,1576.05,135.87,1711.91
2990,1576.05,150.96,1727.01
2991,1576.05,166.06,1742.11
2992,1838.72,188.70,2027.42
2993,2101.40,211.35,2312.74
2994,2101.40,188.70,2290.10
2995,1838.72,150.96,1989.68
2996,1576.05,113.22,1689.27
2997,1313.37,75.48,1388.85
2998,1050.70,60.39,1111.08
2999,788.02,45.29,833.31
3000,788.02,37.74,825.76
3001,788.02,30.19,818.22
3002,788.02,22.64,810.67
3003,788.02,22.64,810.67
3004,788.02,22.64,810.67
3005,1050.70,37.74,1088.44
3006,1313.37,75.48,1388.85
3007,1576.05,135.87,1711.91
3008,1838.72,188.70,2027.42
3009,1838.72,211.35,2050.07
3010,1838.72,211.35,2050.07
3011,1576.05,188.70,1764.75
3012,1576.05,150.96,1727.01
3013,1576.05,135.87,1711.91
3014,1576.05,150.96,1727.01
3015,1576.05,166.06,1742.11
3016,1838.72,188.70,2027.42
3017,2101.40,211.35,2312.74
3018,2101.40,188.70,2290.10
3019,1838.72,150.96,1989.68
3020,1576.05,113.22,1689.27
3021,1313.37,75.48,1388.85
3022,1050.70,60.39,1111.08
3023,788.02,45.29,833.31
3024,788.02,37.74,825.76
3025,788.02,30.19,818.22
3026,788.02,22.64,810.67
3027,788.02,22.64,810.67
3028,788.02,22.64,810.67
3029,1050.70,37.74,1088.44
3030,1313.37,75.48,1388.85
3031,1576.05,135.87,1711.91
3032,1838.72,188.70,2027.42
3033,1838.72,211.35,2050.07
3034,1838.72,211.35,2050.07
3035,1576.05,188.70,1764.75
3036,1576.05,150.96,1727.01
3037,1576.05,135.87,1711.91
3038,1576.05,150.96,1727.01
3039,1576.05,166.06,1742.11
3040,1838.72,188.70,2027.42
3041,2101.40,211.35,2312.74
3042,2101.40,188.70,2290.10
3043,1838.72,150.96,1989.68
3044,1576.05,113.22,1689.27
3045,1313.37,75.48,1388.85
3046,1050.70,60.39,1111.08
3047,788.02,45.29,833.31
3048,788.02,37.74,825.76
3049,788.02,30.19,818.22
3050,788.02,22.64,810.67
3051,788.02,22.64,810.67
3052,788.02,22.64,810.67
3053,1050.70,37.74,1088.44
3054,1313.37,75.48,1388.85
3055,1576.05,135.87,1711.91
3056,1838.72,188.70,2027.42
3057,1838.72,211.35,2050.07
3058,1838.72,211.35,2050.07
3059,1576.05,188.70,1764.75
3060,1576.05,150.96,1727.01
3061,1576.05,135.87,1711.91
3062,1576.05,150.96,1727.01
3063,1576.05,166.06,1742.11
3064,1838.72,188.70,2027.42
3065,2101.40,211.35,2312.74
3066,2101.40,188.70,2290.10
3067,1838.72,150.96,1989.68
3068,1576.05,113.22,1689.27
3069,1313.37,75.48,1388.85
3070,1050.70,60.39,1111.08
3071,788.02,45.29,833.31
3072,788.02,37.74,825.76
3073,788.02,30.19,818.22
3074,788.02,22.64,810.67
3075,788.02,22.64,810.67
3076,788.02,22.64,810.67
3077,1050.70,37.74,1088.44
3078,1313.37,75.48,1388.85
3079,1576.05,135.87,1711.91
3080,1838.72,188.70,2027.42
3081,1838.72,211.35,2050.07
3082,1838.72,211.35,2050.07
3083,1576.05,188.70,1764.75
3084,1576.05,150.96,1727.01
3085,1576.05,135.87,1711.91
3086,1576.05,150.96,1727.01
3087,1576.05,166.06,1742.11
3088,1838.72,188.70,2027.42
3089,2101.40,211.35,2312.74
3090,2101.40,188.70,2290.10
3091,1838.72,150.96,1989.68
3092,1576.05,113.22,1689.27
3093,1313.37,75.48,1388.85
3094,1050.70,60.39,1111.08
3095,788.02,45.29,833.31
3096,788.02,37.74,825.76
3097,788.02,30.19,818.22
3098,788.02,22.64,810.67
3099,788.02,22.64,810.67
3100,788.02,22.64,810.67
3101,1050.70,37.74,1088.44
3102,1313.37,75.48,1388.85
3103,1576.05,135.87,1711.91
3104,1838.72,188.70,2027.42
3105,1838.72,211.35,2050.07
3106,1838.72,211.35,2050.07
3107,1576.05,188.70,1764.75
3108,1576.05,150.96,1727.01
3109,1576.05,135.87,1711.91
3110,1576.05,150.96,1727.01
3111,1576.05,166.06,1742.11
3112,1838.72,188.70,2027.42
3113,2101.40,211.35,2312.74
3114,2101.40,188.70,2290.10
3115,1838.72,150.96,1989.68
3116,1576.05,113.22,1689.27
3117,1313.37,75.48,1388.85
3118,1050.70,60.39,1111.08
3119,788.02,45.29,833.31
3120,788.02,37.74,825.76
3121,788.02,30.19,818.22
3122,788.02,22.64,810.67
3123,788.02,22.64,810.67
3124,788.02,22.64,810.67
3125,1050.70,37.74,1088.44
3126,1313.37,75.48,1388.85
3127,1576.05,135.87,1711.91
3128,1838.72,188.70,2027.42
3129,1838.72,211.35,2050.07
3130,1838.72,211.35,2050.07
3131,1576.05,188.70,1764.75
3132,1576.05,150.96,1727.01
3133,1576.05,135.87,1711.91
3134,1576.05,150.96,1727.01
3135,1576.05,166.06,1742.11
3136,1838.72,188.70,2027.42
3137,2101.40,211.35,2312.74
3138,2101.40,188.70,2290.10
3139,1838.72,150.96,1989.68
3140,1576.05,113.22,1689.27
3141,1313.37,75.48,1388.85
3142,1050.70,60.39,1111.08
3143,788.02,45.29,833.31
3144,788.02,37.74,825.76
3145,788.02,30.19,818.22
3146,788.02,22.64,810.67
3147,788.02,22.64,810.67
3148,788.02,22.64,810.67
3149,1050.70,37.74,1088.44
3150,1313.37,75.48,1388.85
3151,1576.05,135.87,1711.91
3152,1838.72,188.70,2027.42
3153,1838.72,211.35,2050.07
3154,1838.72,211.35,2050.07
3155,1576.05,188.70,1764.75
3156,1576.05,150.96,1727.01
3157,1576.05,135.87,1711.91
3158,1576.05,150.96,1727.01
3159,1576.05,166.06,1742.11
3160,1838.72,188.70,2027.42
3161,2101.40,211.35,2312.74
3162,2101.40,188.70,2290.10
3163,1838.72,150.96,1989.68
3164,1576.05,113.22,1689.27
3165,1313.37,75.48,1388.85
3166,1050.70,60.39,1111.08
3167,788.02,45.29,833.31
3168,788.02,37.74,825.76
3169,788.02,30.19,818.22
3170,788.02,22.64,810.67
3171,788.02,22.64,810.67
3172,788.02,22.64,810.67
3173,1050.70,37.74,1088.44
3174,1313.37,75.48,1388.85
3175,1576.05,135.87,1711.91
3176,1838.72,188.70,2027.42
3177,1838.72,211.35,2050.07
3178,1838.72,211.35,2050.07
3179,1576.05,188.70,1764.75
3180,1576.05,150.96,1727.01
3181,1576.05,135.87,1711.91
3182,1576.05,150.96,1727.01
3183,1576.05,166.06,1742.11
3184,1838.72,188.70,2027.42
3185,2101.40,211.35,2312.74
3186,2101.40,188.70,2290.10
3187,1838.72,150.96,1989.68
3188,1576.05,113.22,1689.27
3189,1313.37,75.48,1388.85
3190,1050.70,60.39,1111.08
3191,788.02,45.29,833.31
3192,788.02,37.74,825.76
3193,788.02,30.19,818.22
3194,788.02,22.64,810.67
3195,788.02,22.64,810.67
3196,788.02,22.64,810.67
3197,1050.70,37.74,1088.44
3198,1313.37,75.48,1388.85
3199,1576.05,135.87,1711.91
3200,1838.72,188.70,2027.42
3201,1838.72,211.35,2050.07
3202,1838.72,211.35,2050.07
3203,1576.05,188.70,1764.75
3204,1576.05,150.96,1727.01
3205,1576.05,135.87,1711.91
3206,1576.05,150.96,1727.01
3207,1576.05,166.06,1742.11
3208,1838.72,188.70,2027.42
3209,2101.40,211.35,2312.74
3210,2101.40,188.70,2290.10
3211,1838.72,150.96,1989.68
3212,1576.05,113.22,1689.27
3213,1313.37,75.48,1388.85
3214,1050.70,60.39,1111.08
3215,788.02,45.29,833.31
3216,788.02,37.74,825.76
3217,788.02,30.19,818.22
3218,788.02,22.64,810.67
3219,788.02,22.64,810.67
3220,788.02,22.64,810.67
3221,1050.70,37.74,1088.44
3222,1313.37,75.48,1388.85
3223,1576.05,135.87,1711.91
3224,1838.72,188.70,2027.42
3225,1838.72,211.35,2050.07
3226,1838.72,211.35,2050.07
3227,1576.05,188.70,1764.75
3228,1576.05,150.96,1727.01
3229,1576.05,135.87,1711.91
3230,1576.05,150.96,1727.01
3231,1576.05,166.06,1742.11
3232,1838.72,188.70,2027.42
3233,2101.40,211.35,2312.74
3234,2101.40,188.70,2290.10
3235,1838.72,150.96,1989.68
3236,1576.05,113.22,1689.27
3237,1313.37,75.48,1388.85
3238,1050.70,60.39,1111.08
3239,788.02,45.29,833.31
3240,788.02,37.74,825.76
3241,788.02,30.19,818.22
3242,788.02,22.64,810.67
3243,788.02,22.64,810.67
3244,788.02,22.64,810.67
3245,1050.70,37.74,1088.44
3246,1313.37,75.48,1388.85
3247,1576.05,135.87,1711.91
3248,1838.72,188.70,2027.42
3249,1838.72,211.35,2050.07
3250,1838.72,211.35,2050.07
3251,1576.05,188.70,1764.75
3252,1576.05,150.96,1727.01
3253,1576.05,135.87,1711.91
3254,1576.05,150.96,1727.01
3255,1576.05,166.06,1742.11
3256,1838.72,188.70,2027.42
3257,2101.40,211.35,2312.74
3258,2101.40,188.70,2290.10
3259,1838.72,150.96,1989.68
3260,1576.05,113.22,1689.27
3261,1313.37,75.48,1388.85
3262,1050.70,60.39,1111.08
3263,788.02,45.29,833.31
3264,788.02,37.74,825.76
3265,788.02,30.19,818.22
3266,788.02,22.64,810.67
3267,788.02,22.64,810.67
3268,788.02,22.64,810.67
3269,1050.70,37.74,1088.44
3270,1313.37,75.48,1388.85
3271,1576.05,135.87,1711.91
3272,1838.72,188.70,2027.42
3273,1838.72,211.35,2050.07
3274,1838.72,211.35,2050.07
3275,1576.05,188.70,1764.75
3276,1576.05,150.96,1727.01
3277,1576.05,135.87,1711.91
3278,1576.05,150.96,1727.01
3279,1576.05,166.06,1742.11
3280,1838.72,188.70,2027.42
3281,2101.40,211.35,2312.74
3282,2101.40,188.70,2290.10
3283,1838.72,150.96,1989.68
3284,1576.05,113.22,1689.27
3285,1313.37,75.48,1388.85
3286,1050.70,60.39,1111.08
3287,788.02,45.29,833.31
3288,788.02,37.74,825.76
3289,788.02,30.19,818.22
3290,788.02,22.64,810.67
3291,788.02,22.64,810.67
3292,788.02,22.64,810.67
3293,1050.70,37.74,1088.44
3294,1313.37,75.48,1388.85
3295,1576.05,135.87,1711.91
3296,1838.72,188.70,2027.42
3297,1838.72,211.35,2050.07
3298,1838.72,211.35,2050.07
3299,1576.05,188.70,1764.75
3300,1576.05,150.96,1727.01
3301,1576.05,135.87,1711.91
3302,1576.05,150.96,1727.01
3303,1576.05,166.06,1742.11
3304,1838.72,188.70,2027.42
3305,2101.40,211.35,2312.74
3306,2101.40,188.70,2290.10
3307,1838.72,150.96,1989.68
3308,1576.05,113.22,1689.27
3309,1313.37,75.48,1388.85
3310,1050.70,60.39,1111.08
3311,788.02,45.29,833.31
3312,788.02,37.74,825.76
3313,788.02,30.19,818.22
3314,788.02,22.64,810.67
3315,788.02,22.64,810.67
3316,788.02,22.64,810.67
3317,1050.70,37.74,1088.44
3318,1313.37,75.48,1388.85
3319,1576.05,135.87,1711.91
3320,1838.72,188.70,2027.42
3321,1838.72,211.35,2050.07
3322,1838.72,211.35,2050.07
3323,1576.05,188.70,1764.75
3324,1576.05,150.96,1727.01
3325,1576.05,135.87,1711.91
3326,1576.05,150.96,1727.01
3327,1576.05,166.06,1742.11
3328,1838.72,188.70,2027.42
3329,2101.40,211.35,2312.74
3330,2101.40,188.70,2290.10
3331,1838.72,150.96,1989.68
3332,1576.05,113.22,1689.27
3333,1313.37,75.48,1388.85
3334,1050.70,60.39,1111.08
3335,788.02,45.29,833.31
3336,788.02,37.74,825.76
3337,788.02,30.19,818.22
3338,788.02,22.64,810.67
3339,788.02,22.64,810.67
3340,788.02,22.64,810.67
3341,1050.70,37.74,1088.44
3342,1313.37,75.48,1388.85
3343,1576.05,135.87,1711.91
3344,1838.72,188.70,2027.42
3345,1838.72,211.35,2050.07
3346,1838.72,211.35,2050.07
3347,1576.05,188.70,1764.75
3348,1576.05,150.96,1727.01
3349,1576.05,135.87,1711.91
3350,1576.05,150.96,1727.01
3351,1576.05,166.06,1742.11
3352,1838.72,188.70,2027.42
3353,2101.40,211.35,2312.74
3354,2101.40,188.70,2290.10
3355,1838.72,150.96,1989.68
3356,1576.05,113.22,1689.27
3357,1313.37,75.48,1388.85
3358,1050.70,60.39,1111.08
3359,788.02,45.29,833.31
3360,788.02,37.74,825.76
3361,788.02,30.19,818.22
3362,788.02,22.64,810.67
3363,788.02,22.64,810.67
3364,788.02,22.64,810.67
3365,1050.70,37.74,1088.44
3366,1313.37,75.48,1388.85
3367,1576.05,135.87,1711.91
3368,1838.72,188.70,2027.42
3369,1838.72,211.35,2050.07
3370,1838.72,211.35,2050.07
3371,1576.05,188.70,1764.75
3372,1576.05,150.96,1727.01
3373,1576.05,135.87,1711.91
3374,1576.05,150.96,1727.01
3375,1576.05,166.06,1742.11
3376,1838.72,188.70,2027.42
3377,2101.40,211.35,2312.74
3378,2101.40,188.70,2290.10
3379,1838.72,150.96,1989.68
3380,1576.05,113.22,1689.27
3381,1313.37,75.48,1388.85
3382,1050.70,60.39,1111.08
3383,788.02,45.29,833.31
3384,788.02,37.74,825.76
3385,788.02,30.19,818.22
3386,788.02,22.64,810.67
3387,788.02,22.64,810.67
3388,788.02,22.64,810.67
3389,1050.70,37.74,1088.44
3390,1313.37,75.48,1388.85
3391,1576.05,135.87,1711.91
3392,1838.72,188.70,2027.42
3393,1838.72,211.35,2050.07
3394,1838.72,211.35,2050.07
