Hour,PV_Generation_kWh,Total_Demand_kWh,Solar_Surplus_Deficit_kWh,PV_Coverage_Percent
2950,0.00,1111.08,-1111.08,0.00
2951,0.00,833.31,-833.31,0.00
2952,0.00,825.76,-825.76,0.00
2953,0.00,818.22,-818.22,0.00
2954,0.00,810.67,-810.67,0.00
2955,0.00,810.67,-810.67,0.00
2956,0.00,810.67,-810.67,0.00
2957,379.37,1088.44,-709.07,34.85
2958,644.92,1388.85,-743.93,46.44
2959,1010.41,1711.91,-701.51,59.02
2960,1458.92,2027.42,-568.50,71.96
2961,1941.41,2050.07,-108.66,94.70
2962,2380.94,2050.07,330.87,116.14
2963,2691.08,1764.75,926.33,152.49
2964,2803.19,1727.01,1076.19,162.31
2965,2691.08,1711.91,979.17,157.20
2966,2380.94,1727.01,653.93,137.86
2967,1941.41,1742.11,199.30,111.44
2968,1458.92,2027.42,-568.50,71.96
2969,1010.41,2312.74,-1302.34,43.69
2970,0.00,2290.10,-2290.10,0.00
2971,0.00,1989.68,-1989.68,0.00
2972,0.00,1689.27,-1689.27,0.00
2973,0.00,1388.85,-1388.85,0.00
2974,0.00,1111.08,-1111.08,0.00
2975,0.00,833.31,-833.31,0.00
2976,0.00,825.76,-825.76,0.00
2977,0.00,818.22,-818.22,0.00
2978,0.00,810.67,-810.67,0.00
2979,0.00,810.67,-810.67,0.00
2980,0.00,810.67,-810.67,0.00
2981,379.60,1088.44,-708.84,34.88
2982,645.31,1388.85,-743.55,46.46
2983,1011.01,1711.91,-700.90,59.06
2984,1459.80,2027.42,-567.63,72.00
2985,1942.57,2050.07,-107.50,94.76
2986,2382.37,2050.07,332.30,116.21
2987,2692.70,1764.75,927.95,152.58
2988,2804.88,1727.01,1077.87,162.41
2989,2692.70,1711.91,980.78,157.29
2990,2382.37,1727.01,655.36,137.95
2991,1942.57,1742.11,200.47,111.51
2992,1459.80,2027.42,-567.63,72.00
2993,1011.01,2312.74,-1301.73,43.71
2994,0.00,2290.10,-2290.10,0.00
2995,0.00,1989.68,-1989.68,0.00
2996,0.00,1689.27,-1689.27,0.00
2997,0.00,1388.85,-1388.85,0.00
2998,0.00,1111.08,-1111.08,0.00
2999,0.00,833.31,-833.31,0.00
3000,0.00,825.76,-825.76,0.00
3001,0.00,818.22,-818.22,0.00
3002,0.00,810.67,-810.67,0.00
3003,0.00,810.67,-810.67,0.00
3004,0.00,810.67,-810.67,0.00
3005,379.82,1088.44,-708.62,34.90
3006,645.69,1388.85,-743.17,46.49
3007,1011.61,1711.91,-700.31,59.09
3008,1460.66,2027.42,-566.77,72.05
3009,1943.72,2050.07,-106.35,94.81
3010,2383.77,2050.07,333.70,116.28
3011,2694.28,1764.75,929.53,152.67
3012,2806.53,1727.01,1079.52,162.51
3013,2694.28,1711.91,982.37,157.38
3014,2383.77,1727.01,656.76,138.03
3015,1943.72,1742.11,201.61,111.57
3016,1460.66,2027.42,-566.77,72.05
3017,1011.61,2312.74,-1301.14,43.74
3018,0.00,2290.10,-2290.10,0.00
3019,0.00,1989.68,-1989.68,0.00
3020,0.00,1689.27,-1689.27,0.00
3021,0.00,1388.85,-1388.85,0.00
3022,0.00,1111.08,-1111.08,0.00
3023,0.00,833.31,-833.31,0.00
3024,0.00,825.76,-825.76,0.00
3025,0.00,818.22,-818.22,0.00
3026,0.00,810.67,-810.67,0.00
3027,0.00,810.67,-810.67,0.00
3028,0.00,810.67,-810.67,0.00
3029,380.04,1088.44,-708.40,34.92
3030,646.06,1388.85,-742.79,46.52
3031,1012.19,1711.91,-699.72,59.13
3032,1461.50,2027.42,-565.92,72.09
3033,1944.84,2050.07,-105.23,94.87
3034,2385.15,2050.07,335.08,116.34
3035,2695.84,1764.75,931.09,152.76
3036,2808.15,1727.01,1081.14,162.60
3037,2695.84,1711.91,983.93,157.48
3038,2385.15,1727.01,658.14,138.11
3039,1944.84,1742.11,202.74,111.64
3040,1461.50,2027.42,-565.92,72.09
3041,1012.19,2312.74,-1300.55,43.77
3042,0.00,2290.10,-2290.10,0.00
3043,0.00,1989.68,-1989.68,0.00
3044,0.00,1689.27,-1689.27,0.00
3045,0.00,1388.85,-1388.85,0.00
3046,0.00,1111.08,-1111.08,0.00
3047,0.00,833.31,-833.31,0.00
3048,0.00,825.76,-825.76,0.00
3049,0.00,818.22,-818.22,0.00
3050,0.00,810.67,-810.67,0.00
3051,0.00,810.67,-810.67,0.00
3052,0.00,810.67,-810.67,0.00
3053,380.26,1088.44,-708.18,34.94
3054,646.43,1388.85,-742.43,46.54
3055,1012.77,1711.91,-699.15,59.16
3056,1462.33,2027.42,-565.09,72.13
3057,1945.95,2050.07,-104.12,94.92
3058,2386.50,2050.07,336.44,116.41
3059,2697.37,1764.75,932.62,152.85
3060,2809.75,1727.01,1082.74,162.69
3061,2697.37,1711.91,985.46,157.56
3062,2386.50,1727.01,659.49,138.19
3063,1945.95,1742.11,203.84,111.70
3064,1462.33,2027.42,-565.09,72.13
3065,1012.77,2312.74,-1299.98,43.79
3066,0.00,2290.10,-2290.10,0.00
3067,0.00,1989.68,-1989.68,0.00
3068,0.00,1689.27,-1689.27,0.00
3069,0.00,1388.85,-1388.85,0.00
3070,0.00,1111.08,-1111.08,0.00
3071,0.00,833.31,-833.31,0.00
3072,0.00,825.76,-825.76,0.00
3073,0.00,818.22,-818.22,0.00
3074,0.00,810.67,-810.67,0.00
3075,0.00,810.67,-810.67,0.00
3076,0.00,810.67,-810.67,0.00
3077,380.47,1088.44,-707.97,34.96
3078,646.79,1388.85,-742.06,46.57
3079,1013.33,1711.91,-698.58,59.19
3080,1463.15,2027.42,-564.28,72.17
3081,1947.03,2050.07,-103.04,94.97
3082,2387.83,2050.07,337.77,116.48
3083,2698.88,1764.75,934.13,152.93
3084,2811.31,1727.01,1084.30,162.79
3085,2698.88,1711.91,986.96,157.65
3086,2387.83,1727.01,660.82,138.26
3087,1947.03,1742.11,204.92,111.76
3088,1463.15,2027.42,-564.28,72.17
3089,1013.33,2312.74,-1299.41,43.82
3090,0.00,2290.10,-2290.10,0.00
3091,0.00,1989.68,-1989.68,0.00
3092,0.00,1689.27,-1689.27,0.00
3093,0.00,1388.85,-1388.85,0.00
3094,0.00,1111.08,-1111.08,0.00
3095,0.00,833.31,-833.31,0.00
3096,0.00,825.76,-825.76,0.00
3097,0.00,818.22,-818.22,0.00
3098,0.00,810.67,-810.67,0.00
3099,0.00,810.67,-810.67,0.00
3100,0.00,810.67,-810.67,0.00
3101,380.68,1088.44,-707.76,34.97
3102,647.14,1388.85,-741.71,46.60
3103,1013.89,1711.91,-698.03,59.23
3104,1463.95,2027.42,-563.48,72.21
3105,1948.09,2050.07,-101.98,95.03
3106,2389.14,2050.07,339.07,116.54
3107,2700.35,1764.75,935.60,153.02
3108,2812.85,1727.01,1085.84,162.87
3109,2700.35,1711.91,988.44,157.74
3110,2389.14,1727.01,662.13,138.34
3111,1948.09,1742.11,205.99,111.82
3112,1463.95,2027.42,-563.48,72.21
3113,1013.89,2312.74,-1298.86,43.84
3114,0.00,2290.10,-2290.10,0.00
3115,0.00,1989.68,-1989.68,0.00
3116,0.00,1689.27,-1689.27,0.00
3117,0.00,1388.85,-1388.85,0.00
3118,0.00,1111.08,-1111.08,0.00
3119,0.00,833.31,-833.31,0.00
3120,0.00,825.76,-825.76,0.00
3121,0.00,818.22,-818.22,0.00
3122,0.00,810.67,-810.67,0.00
3123,0.00,810.67,-810.67,0.00
3124,0.00,810.67,-810.67,0.00
3125,380.88,1088.44,-707.56,34.99
3126,647.49,1388.85,-741.37,46.62
3127,1014.43,1711.91,-697.48,59.26
3128,1464.73,2027.42,-562.69,72.25
3129,1949.14,2050.07,-100.93,95.08
3130,2390.42,2050.07,340.35,116.60
3131,2701.80,1764.75,937.05,153.10
3132,2814.35,1727.01,1087.35,162.96
3133,2701.80,1711.91,989.88,157.82
3134,2390.42,1727.01,663.41,138.41
3135,1949.14,1742.11,207.03,111.88
3136,1464.73,2027.42,-562.69,72.25
3137,1014.43,2312.74,-1298.31,43.86
3138,0.00,2290.10,-2290.10,0.00
3139,0.00,1989.68,-1989.68,0.00
3140,0.00,1689.27,-1689.27,0.00
3141,0.00,1388.85,-1388.85,0.00
3142,0.00,1111.08,-1111.08,0.00
3143,0.00,833.31,-833.31,0.00
3144,0.00,825.76,-825.76,0.00
3145,0.00,818.22,-818.22,0.00
3146,0.00,810.67,-810.67,0.00
3147,0.00,810.67,-810.67,0.00
3148,0.00,810.67,-810.67,0.00
3149,381.08,1088.44,-707.36,35.01
3150,647.83,1388.85,-741.03,46.64
3151,1014.96,1711.91,-696.95,59.29
3152,1465.50,2027.42,-561.93,72.28
3153,1950.16,2050.07,-99.91,95.13
3154,2391.67,2050.07,341.60,116.66
3155,2703.21,1764.75,938.46,153.18
3156,2815.83,1727.01,1088.82,163.05
3157,2703.21,1711.91,991.30,157.91
3158,2391.67,1727.01,664.66,138.49
3159,1950.16,1742.11,208.05,111.94
3160,1465.50,2027.42,-561.93,72.28
3161,1014.96,2312.74,-1297.78,43.89
3162,0.00,2290.10,-2290.10,0.00
3163,0.00,1989.68,-1989.68,0.00
3164,0.00,1689.27,-1689.27,0.00
3165,0.00,1388.85,-1388.85,0.00
3166,0.00,1111.08,-1111.08,0.00
3167,0.00,833.31,-833.31,0.00
3168,0.00,825.76,-825.76,0.00
3169,0.00,818.22,-818.22,0.00
3170,0.00,810.67,-810.67,0.00
3171,0.00,810.67,-810.67,0.00
3172,0.00,810.67,-810.67,0.00
3173,381.28,1088.44,-707.16,35.03
3174,648.16,1388.85,-740.69,46.67
3175,1015.48,1711.91,-696.43,59.32
3176,1466.25,2027.42,-561.17,72.32
3177,1951.16,2050.07,-98.91,95.18
3178,2392.89,2050.07,342.83,116.72
3179,2704.60,1764.75,939.85,153.26
3180,2817.27,1727.01,1090.26,163.13
3181,2704.60,1711.91,992.68,157.99
3182,2392.89,1727.01,665.89,138.56
3183,1951.16,1742.11,209.05,112.00
3184,1466.25,2027.42,-561.17,72.32
3185,1015.48,2312.74,-1297.26,43.91
3186,0.00,2290.10,-2290.10,0.00
3187,0.00,1989.68,-1989.68,0.00
3188,0.00,1689.27,-1689.27,0.00
3189,0.00,1388.85,-1388.85,0.00
3190,0.00,1111.08,-1111.08,0.00
3191,0.00,833.31,-833.31,0.00
3192,0.00,825.76,-825.76,0.00
3193,0.00,818.22,-818.22,0.00
3194,0.00,810.67,-810.67,0.00
3195,0.00,810.67,-810.67,0.00
3196,0.00,810.67,-810.67,0.00
3197,381.47,1088.44,-706.97,35.05
3198,648.48,1388.85,-740.37,46.69
3199,1015.99,1711.91,-695.92,59.35
3200,1466.98,2027.42,-560.44,72.36
3201,1952.13,2050.07,-97.93,95.22
3202,2394.09,2050.07,344.03,116.78
3203,2705.95,1764.75,941.20,153.33
3204,2818.68,1727.01,1091.67,163.21
3205,2705.95,1711.91,994.04,158.07
3206,2394.09,1727.01,667.08,138.63
3207,1952.13,1742.11,210.03,112.06
3208,1466.98,2027.42,-560.44,72.36
3209,1015.99,2312.74,-1296.75,43.93
3210,0.00,2290.10,-2290.10,0.00
3211,0.00,1989.68,-1989.68,0.00
3212,0.00,1689.27,-1689.27,0.00
3213,0.00,1388.85,-1388.85,0.00
3214,0.00,1111.08,-1111.08,0.00
3215,0.00,833.31,-833.31,0.00
3216,0.00,825.76,-825.76,0.00
3217,0.00,818.22,-818.22,0.00
3218,0.00,810.67,-810.67,0.00
3219,0.00,810.67,-810.67,0.00
3220,0.00,810.67,-810.67,0.00
3221,381.65,1088.44,-706.78,35.06
3222,648.80,1388.85,-740.05,46.71
3223,1016.49,1711.91,-695.43,59.38
3224,1467.70,2027.42,-559.72,72.39
3225,1953.09,2050.07,-96.98,95.27
3226,2395.27,2050.07,345.20,116.84
3227,2707.28,1764.75,942.53,153.41
3228,2820.06,1727.01,1093.05,163.29
3229,2707.28,1711.91,995.36,158.14
3230,2395.27,1727.01,668.26,138.69
3231,1953.09,1742.11,210.98,112.11
3232,1467.70,2027.42,-559.72,72.39
3233,1016.49,2312.74,-1296.26,43.95
3234,0.00,2290.10,-2290.10,0.00
3235,0.00,1989.68,-1989.68,0.00
3236,0.00,1689.27,-1689.27,0.00
3237,0.00,1388.85,-1388.85,0.00
3238,0.00,1111.08,-1111.08,0.00
3239,0.00,833.31,-833.31,0.00
3240,0.00,825.76,-825.76,0.00
3241,0.00,818.22,-818.22,0.00
3242,0.00,810.67,-810.67,0.00
3243,0.00,810.67,-810.67,0.00
3244,0.00,810.67,-810.67,0.00
3245,381.84,1088.44,-706.60,35.08
3246,649.11,1388.85,-739.74,46.74
3247,1016.97,1711.91,-694.94,59.41
3248,1468.40,2027.42,-559.02,72.43
3249,1954.02,2050.07,-96.05,95.31
3250,2396.41,2050.07,346.34,116.89
3251,2708.57,1764.75,943.82,153.48
3252,2821.41,1727.01,1094.40,163.37
3253,2708.57,1711.91,996.66,158.22
3254,2396.41,1727.01,669.40,138.76
3255,1954.02,1742.11,211.92,112.16
3256,1468.40,2027.42,-559.02,72.43
3257,1016.97,2312.74,-1295.77,43.97
3258,0.00,2290.10,-2290.10,0.00
3259,0.00,1989.68,-1989.68,0.00
3260,0.00,1689.27,-1689.27,0.00
3261,0.00,1388.85,-1388.85,0.00
3262,0.00,1111.08,-1111.08,0.00
3263,0.00,833.31,-833.31,0.00
3264,0.00,825.76,-825.76,0.00
3265,0.00,818.22,-818.22,0.00
3266,0.00,810.67,-810.67,0.00
3267,0.00,810.67,-810.67,0.00
3268,0.00,810.67,-810.67,0.00
3269,382.01,1088.44,-706.42,35.10
3270,649.41,1388.85,-739.44,46.76
3271,1017.44,1711.91,-694.47,59.43
3272,1469.09,2027.42,-558.34,72.46
3273,1954.93,2050.07,-95.14,95.36
3274,2397.52,2050.07,347.46,116.95
3275,2709.83,1764.75,945.08,153.55
3276,2822.72,1727.01,1095.71,163.45
3277,2709.83,1711.91,997.92,158.29
3278,2397.52,1727.01,670.52,138.83
3279,1954.93,1742.11,212.83,112.22
3280,1469.09,2027.42,-558.34,72.46
3281,1017.44,2312.74,-1295.30,43.99
3282,0.00,2290.10,-2290.10,0.00
3283,0.00,1989.68,-1989.68,0.00
3284,0.00,1689.27,-1689.27,0.00
3285,0.00,1388.85,-1388.85,0.00
3286,0.00,1111.08,-1111.08,0.00
3287,0.00,833.31,-833.31,0.00
3288,0.00,825.76,-825.76,0.00
3289,0.00,818.22,-818.22,0.00
3290,0.00,810.67,-810.67,0.00
3291,0.00,810.67,-810.67,0.00
3292,0.00,810.67,-810.67,0.00
3293,382.19,1088.44,-706.25,35.11
3294,649.71,1388.85,-739.15,46.78
3295,1017.91,1711.91,-694.01,59.46
3296,1469.75,2027.42,-557.67,72.49
3297,1955.82,2050.07,-94.25,95.40
3298,2398.61,2050.07,348.54,117.00
3299,2711.06,1764.75,946.31,153.62
3300,2824.00,1727.01,1096.99,163.52
3301,2711.06,1711.91,999.15,158.36
3302,2398.61,1727.01,671.60,138.89
3303,1955.82,1742.11,213.71,112.27
3304,1469.75,2027.42,-557.67,72.49
3305,1017.91,2312.74,-1294.84,44.01
3306,0.00,2290.10,-2290.10,0.00
3307,0.00,1989.68,-1989.68,0.00
3308,0.00,1689.27,-1689.27,0.00
3309,0.00,1388.85,-1388.85,0.00
3310,0.00,1111.08,-1111.08,0.00
3311,0.00,833.31,-833.31,0.00
3312,0.00,825.76,-825.76,0.00
3313,0.00,818.22,-818.22,0.00
3314,0.00,810.67,-810.67,0.00
3315,0.00,810.67,-810.67,0.00
3316,0.00,810.67,-810.67,0.00
3317,382.36,1088.44,-706.08,35.13
3318,649.99,1388.85,-738.86,46.80
3319,1018.36,1711.91,-693.56,59.49
3320,1470.40,2027.42,-557.02,72.53
3321,1956.68,2050.07,-93.39,95.44
3322,2399.67,2050.07,349.60,117.05
3323,2712.26,1764.75,947.51,153.69
3324,2825.25,1727.01,1098.24,163.59
3325,2712.26,1711.91,1000.34,158.43
3326,2399.67,1727.01,672.66,138.95
3327,1956.68,1742.11,214.58,112.32
3328,1470.40,2027.42,-557.02,72.53
3329,1018.36,2312.74,-1294.39,44.03
3330,0.00,2290.10,-2290.10,0.00
3331,0.00,1989.68,-1989.68,0.00
3332,0.00,1689.27,-1689.27,0.00
3333,0.00,1388.85,-1388.85,0.00
3334,0.00,1111.08,-1111.08,0.00
3335,0.00,833.31,-833.31,0.00
3336,0.00,825.76,-825.76,0.00
3337,0.00,818.22,-818.22,0.00
3338,0.00,810.67,-810.67,0.00
3339,0.00,810.67,-810.67,0.00
3340,0.00,810.67,-810.67,0.00
3341,382.52,1088.44,-705.92,35.14
3342,650.27,1388.85,-738.58,46.82
3343,1018.79,1711.91,-693.12,59.51
3344,1471.03,2027.42,-556.39,72.56
3345,1957.52,2050.07,-92.55,95.49
3346,2400.70,2050.07,350.63,117.10
3347,2713.42,1764.75,948.67,153.76
3348,2826.46,1727.01,1099.45,163.66
3349,2713.42,1711.91,1001.51,158.50
3350,2400.70,1727.01,673.69,139.01
3351,1957.52,1742.11,215.42,112.37
3352,1471.03,2027.42,-556.39,72.56
3353,1018.79,2312.74,-1293.95,44.05
3354,0.00,2290.10,-2290.10,0.00
3355,0.00,1989.68,-1989.68,0.00
3356,0.00,1689.27,-1689.27,0.00
3357,0.00,1388.85,-1388.85,0.00
3358,0.00,1111.08,-1111.08,0.00
3359,0.00,833.31,-833.31,0.00
3360,0.00,825.76,-825.76,0.00
3361,0.00,818.22,-818.22,0.00
3362,0.00,810.67,-810.67,0.00
3363,0.00,810.67,-810.67,0.00
3364,0.00,810.67,-810.67,0.00
3365,382.68,1088.44,-705.76,35.16
3366,650.54,1388.85,-738.31,46.84
3367,1019.22,1711.91,-692.70,59.54
3368,1471.65,2027.42,-555.78,72.59
3369,1958.34,2050.07,-91.73,95.53
3370,2401.70,2050.07,351.63,117.15
3371,2714.55,1764.75,949.80,153.82
3372,2827.64,1727.01,1100.63,163.73
3373,2714.55,1711.91,1002.64,158.57
3374,2401.70,1727.01,674.69,139.07
3375,1958.34,1742.11,216.23,112.41
3376,1471.65,2027.42,-555.78,72.59
3377,1019.22,2312.74,-1293.53,44.07
3378,0.00,2290.10,-2290.10,0.00
3379,0.00,1989.68,-1989.68,0.00
3380,0.00,1689.27,-1689.27,0.00
3381,0.00,1388.85,-1388.85,0.00
3382,0.00,1111.08,-1111.08,0.00
3383,0.00,833.31,-833.31,0.00
3384,0.00,825.76,-825.76,0.00
3385,0.00,818.22,-818.22,0.00
3386,0.00,810.67,-810.67,0.00
3387,0.00,810.67,-810.67,0.00
3388,0.00,810.67,-810.67,0.00
3389,382.83,1088.44,-705.60,35.17
3390,650.81,1388.85,-738.05,46.86
3391,1019.63,1711.91,-692.28,59.56
3392,1472.24,2027.42,-555.18,72.62
3393,1959.13,2050.07,-90.94,95.56
3394,2402.67,2050.07,352.60,117.20
3395,2715.65,1764.75,950.90,153.88
3396,2828.78,1727.01,1101.77,163.80
3397,2715.65,1711.91,1003.73,158.63
3398,2402.67,1727.01,675.66,139.12
3399,1959.13,1742.11,217.02,112.46
3400,1472.24,2027.42,-555.18,72.62
3401,1019.63,2312.74,-1293.11,44.09
3402,0.00,2290.10,-2290.10,0.00
3403,0.00,1989.68,-1989.68,0.00
3404,0.00,1689.27,-1689.27,0.00
3405,0.00,1388.85,-1388.85,0.00
3406,0.00,1111.08,-1111.08,0.00
3407,0.00,833.31,-833.31,0.00
3408,0.00,825.76,-825.76,0.00
3409,0.00,818.22,-818.22,0.00
3410,0.00,810.67,-810.67,0.00
3411,0.00,810.67,-810.67,0.00
3412,0.00,810.67,-810.67,0.00
3413,382.98,1088.44,-705.45,35.19
3414,651.06,1388.85,-737.79,46.88
3415,1020.03,1711.91,-691.88,59.58
3416,1472.82,2027.42,-554.61,72.64
3417,1959.90,2050.07,-90.17,95.60
3418,2403.61,2050.07,353.54,117.25
3419,2716.71,1764.75,951.96,153.94
3420,2829.89,1727.01,1102.88,163.86
3421,2716.71,1711.91,1004.80,158.69
3422,2403.61,1727.01,676.60,139.18
3423,1959.90,1742.11,217.79,112.50
3424,1472.82,2027.42,-554.61,72.64
3425,1020.03,2312.74,-1292.72,44.10
3426,0.00,2290.10,-2290.10,0.00
3427,0.00,1989.68,-1989.68,0.00
3428,0.00,1689.27,-1689.27,0.00
3429,0.00,1388.85,-1388.85,0.00
3430,0.00,1111.08,-1111.08,0.00
3431,0.00,833.31,-833.31,0.00
3432,0.00,825.76,-825.76,0.00
3433,0.00,818.22,-818.22,0.00
3434,0.00,810.67,-810.67,0.00
3435,0.00,810.67,-810.67,0.00
3436,0.00,810.67,-810.67,0.00
3437,383.13,1088.44,-705.31,35.20
3438,651.31,1388.85,-737.54,46.90
3439,1020.41,1711.91,-691.50,59.61
3440,1473.38,2027.42,-554.05,72.67
3441,1960.64,2050.07,-89.43,95.64
3442,2404.52,2050.07,354.45,117.29
3443,2717.74,1764.75,952.99,154.00
3444,2830.96,1727.01,1103.95,163.92
3445,2717.74,1711.91,1005.83,158.75
3446,2404.52,1727.01,677.51,139.23
3447,1960.64,1742.11,218.53,112.54
3448,1473.38,2027.42,-554.05,72.67
3449,1020.41,2312.74,-1292.33,44.12
3450,0.00,2290.10,-2290.10,0.00
3451,0.00,1989.68,-1989.68,0.00
3452,0.00,1689.27,-1689.27,0.00
3453,0.00,1388.85,-1388.85,0.00
3454,0.00,1111.08,-1111.08,0.00
3455,0.00,833.31,-833.31,0.00
3456,0.00,825.76,-825.76,0.00
3457,0.00,818.22,-818.22,0.00
3458,0.00,810.67,-810.67,0.00
3459,0.00,810.67,-810.67,0.00
3460,0.00,810.67,-810.67,0.00
3461,383.27,1088.44,-705.17,35.21
3462,651.55,1388.85,-737.31,46.91
3463,1020.79,1711.91,-691.12,59.63
3464,1473.91,2027.42,-553.51,72.70
3465,1961.36,2050.07,-88.71,95.67
3466,2405.40,2050.07,355.34,117.33
3467,2718.74,1764.75,953.99,154.06
3468,2832.00,1727.01,1104.99,163.98
3469,2718.74,1711.91,1006.82,158.81
3470,2405.40,1727.01,678.39,139.28
3471,1961.36,1742.11,219.25,112.59
3472,1473.91,2027.42,-553.51,72.70
3473,1020.79,2312.74,-1291.95,44.14
3474,0.00,2290.10,-2290.10,0.00
3475,0.00,1989.68,-1989.68,0.00
3476,0.00,1689.27,-1689.27,0.00
3477,0.00,1388.85,-1388.85,0.00
3478,0.00,1111.08,-1111.08,0.00
3479,0.00,833.31,-833.31,0.00
3480,0.00,825.76,-825.76,0.00
3481,0.00,818.22,-818.22,0.00
3482,0.00,810.67,-810.67,0.00
3483,0.00,810.67,-810.67,0.00
3484,0.00,810.67,-810.67,0.00
3485,383.40,1088.44,-705.03,35.23
3486,651.78,1388.85,-737.08,46.93
3487,1021.15,1711.91,-690.76,59.65
3488,1474.44,2027.42,-552.99,72.72
3489,1962.05,2050.07,-88.02,95.71
3490,2406.25,2050.07,356.19,117.37
3491,2719.70,1764.75,954.95,154.11
3492,2833.00,1727.01,1105.99,164.04
3493,2719.70,1711.91,1007.78,158.87
3494,2406.25,1727.01,679.24,139.33
3495,1962.05,1742.11,219.94,112.63
3496,1474.44,2027.42,-552.99,72.72
3497,1021.15,2312.74,-1291.59,44.15
3498,0.00,2290.10,-2290.10,0.00
3499,0.00,1989.68,-1989.68,0.00
3500,0.00,1689.27,-1689.27,0.00
3501,0.00,1388.85,-1388.85,0.00
3502,0.00,1111.08,-1111.08,0.00
3503,0.00,833.31,-833.31,0.00
3504,0.00,825.76,-825.76,0.00
3505,0.00,818.22,-818.22,0.00
3506,0.00,810.67,-810.67,0.00
3507,0.00,810.67,-810.67,0.00
3508,0.00,810.67,-810.67,0.00
3509,383.54,1088.44,-704.90,35.24
3510,652.00,1388.85,-736.85,46.95
3511,1021.50,1711.91,-690.42,59.67
3512,1474.94,2027.42,-552.49,72.75
3513,1962.72,2050.07,-87.35,95.74
3514,2407.07,2050.07,357.00,117.41
3515,2720.62,1764.75,955.87,154.16
3516,2833.96,1727.01,1106.96,164.10
3517,2720.62,1711.91,1008.71,158.92
3518,2407.07,1727.01,680.06,139.38
3519,1962.72,1742.11,220.61,112.66
3520,1474.94,2027.42,-552.49,72.75
3521,1021.50,2312.74,-1291.25,44.17
3522,0.00,2290.10,-2290.10,0.00
3523,0.00,1989.68,-1989.68,0.00
3524,0.00,1689.27,-1689.27,0.00
3525,0.00,1388.85,-1388.85,0.00
3526,0.00,1111.08,-1111.08,0.00
3527,0.00,833.31,-833.31,0.00
3528,0.00,825.76,-825.76,0.00
3529,0.00,818.22,-818.22,0.00
3530,0.00,810.67,-810.67,0.00
3531,0.00,810.67,-810.67,0.00
3532,0.00,810.67,-810.67,0.00
3533,383.66,1088.44,-704.78,35.25
3534,652.21,1388.85,-736.64,46.96
3535,1021.83,1711.91,-690.08,59.69
3536,1475.42,2027.42,-552.00,72.77
3537,1963.36,2050.07,-86.71,95.77
3538,2407.86,2050.07,357.79,117.45
3539,2721.51,1764.75,956.76,154.22
3540,2834.89,1727.01,1107.88,164.15
3541,2721.51,1711.91,1009.60,158.97
3542,2407.86,1727.01,680.85,139.42
3543,1963.36,1742.11,221.25,112.70
3544,1475.42,2027.42,-552.00,72.77
3545,1021.83,2312.74,-1290.91,44.18
3546,0.00,2290.10,-2290.10,0.00
3547,0.00,1989.68,-1989.68,0.00
3548,0.00,1689.27,-1689.27,0.00
3549,0.00,1388.85,-1388.85,0.00
3550,0.00,1111.08,-1111.08,0.00
3551,0.00,833.31,-833.31,0.00
3552,0.00,825.76,-825.76,0.00
3553,0.00,818.22,-818.22,0.00
3554,0.00,810.67,-810.67,0.00
3555,0.00,810.67,-810.67,0.00
3556,0.00,810.67,-810.67,0.00
3557,383.78,1088.44,-704.66,35.26
3558,652.42,1388.85,-736.44,46.98
3559,1022.15,1711.91,-689.76,59.71
3560,1475.88,2027.42,-551.54,72.80
3561,1963.98,2050.07,-86.09,95.80
3562,2408.62,2050.07,358.55,117.49
3563,2722.37,1764.75,957.62,154.26
3564,2835.78,1727.01,1108.77,164.20
3565,2722.37,1711.91,1010.45,159.02
3566,2408.62,1727.01,681.61,139.47
3567,1963.98,1742.11,221.87,112.74
3568,1475.88,2027.42,-551.54,72.80
3569,1022.15,2312.74,-1290.59,44.20
3570,0.00,2290.10,-2290.10,0.00
3571,0.00,1989.68,-1989.68,0.00
3572,0.00,1689.27,-1689.27,0.00
3573,0.00,1388.85,-1388.85,0.00
3574,0.00,1111.08,-1111.08,0.00
3575,0.00,833.31,-833.31,0.00
3576,0.00,825.76,-825.76,0.00
3577,0.00,818.22,-818.22,0.00
3578,0.00,810.67,-810.67,0.00
3579,0.00,810.67,-810.67,0.00
3580,0.00,810.67,-810.67,0.00
3581,383.90,1088.44,-704.54,35.27
3582,652.61,1388.85,-736.24,46.99
3583,1022.46,1711.91,-689.45,59.73
3584,1476.33,2027.42,-551.10,72.82
3585,1964.57,2050.07,-85.50,95.83
3586,2409.34,2050.07,359.27,117.52
3587,2723.19,1764.75,958.44,154.31
3588,2836.63,1727.01,1109.63,164.25
3589,2723.19,1711.91,1011.27,159.07
3590,2409.34,1727.01,682.33,139.51
3591,1964.57,1742.11,222.46,112.77
3592,1476.33,2027.42,-551.10,72.82
3593,1022.46,2312.74,-1290.28,44.21
3594,0.00,2290.10,-2290.10,0.00
3595,0.00,1989.68,-1989.68,0.00
3596,0.00,1689.27,-1689.27,0.00
3597,0.00,1388.85,-1388.85,0.00
3598,0.00,1111.08,-1111.08,0.00
3599,0.00,833.31,-833.31,0.00
3600,0.00,825.76,-825.76,0.00
3601,0.00,818.22,-818.22,0.00
3602,0.00,810.67,-810.67,0.00
3603,0.00,810.67,-810.67,0.00
3604,0.00,810.67,-810.67,0.00
